BridgeID,BridgeName,BridgeType,Country,PaperSource,Year,Span_m,Width_m,Height_m,Width_Height_Ratio,Total_Length_m,Structure_Type,Natural_Freq_Hz,First_Freq_Hz,Second_Freq_Hz,Drag_Coefficient,Lift_Coefficient,VIV_Wind_Speed_ms,Critical_Wind_Speed_ms,Max_Amplitude_mm,Amplitude_RMS_mm,Damping_Ratio,Vibration_Suppression,Suppression_Effect,Risk_Level,Notes
326,Yavuz Sultan Selim Bridge (VIV Test 2),Suspension,Turkey,Eng. Struct. 2022,2022.0,1408,48.0,4.0,12.0,2164.0,Hybrid Box,0.145,0.145,,1.15,0.35,11.0,22.0,120.0,96.0,0.005,No,,Very High,Wind Tunnel Test (Extreme VIV)
327,Runyang South Bridge (VIV Test 3),Suspension,China,Thin-Walled Struct. 2023,2023.0,1490,39.0,3.0,13.0,3566.0,Steel Box,0.125,0.125,,1.12,0.32,11.5,22.0,130.0,104.0,0.0035,No,,Very High,Field Monitoring (Extreme VIV)
328,Third Mainland Bridge (VIV Test 2),Beam,Nigeria,Struct. Eng. Int. 2024,2024.0,110,35.0,2.5,14.0,11800.0,Concrete Box,0.6,0.6,,0.75,0.15,20.5,22.0,35.0,28.0,0.035,No,,Medium,Field Monitoring
329,Jintang Bridge (VIV Test 2),Cable-Stayed,China,Eng. Struct. 2021,2021.0,800,40.0,4.0,10.0,26500.0,Steel Box,0.19,0.19,,0.95,0.22,8.5,22.0,78.0,62.4,0.007,Yes,Guide Vanes,High,Field Monitoring (High Risk)
330,Xiamen Haicang Bridge (VIV Test 2),Suspension,China,Bridge Eng. Int. 2019,2019.0,600,38.0,3.5,10.86,5900.0,Steel Box,0.19,0.19,,1.08,0.31,9.0,22.0,75.0,60.0,0.01,Yes,Fairings,High,Wind Tunnel Test (High Risk)
331,E-470 Cable-Stayed Bridge (VIV Test 2),Cable-Stayed,USA,Bridge Eng. Int. 2017,2017.0,150,34.0,2.5,13.6,500.0,Composite Deck,0.35,0.35,,0.8,0.17,15.0,22.0,62.0,49.6,0.025,Yes,Damping System,High,Field Monitoring (High Risk)
332,Zhongxian Yangtze River Bridge (VIV Test 2),Cable-Stayed,China,Bridge Engineering 2023,2023.0,560,30.0,4.0,7.5,1200.0,Concrete Box,0.25,0.25,,0.92,0.21,7.0,22.0,48.0,38.4,0.025,No,,Medium,Field Monitoring
333,New Tacoma Narrows Bridge (VIV Test 4),Suspension,USA,J. Wind Eng. Ind. Aerodyn. 2017,2017.0,853,30.0,3.8,7.89,1700.0,Steel Box,0.18,0.18,,1.1,0.3,13.5,22.0,65.0,52.0,0.015,Yes,Slotted Deck,High,Wind Tunnel Test (High Risk)
334,Stonecutters Bridge (VIV Test 7),Cable-Stayed,Hong Kong,Engineering Structures,2025.0,1018,53.0,6.7,7.91,1596.0,Orthotropic Steel Box,0.138,0.138,,0.9,0.22,15.5,22.0,95.0,76.0,0.004,No,,High,Field Monitoring (High Risk)
335,Gulang Bridge (VIV Test 2),Suspension,China,J. Wind Eng. Ind. Aerodyn. 2023,2023.0,1200,32.0,3.8,8.42,2400.0,Steel Box,0.125,0.125,,1.05,0.28,12.0,22.0,92.0,73.6,0.006,Yes,Guide Vanes,High,Wind Tunnel Test (High Risk)
336,Akashi Kaikyo Bridge (VIV Test 4),Suspension,Japan,Int. J. Steel Struct. 2018,2018.0,1991,35.5,14.0,2.54,3911.0,Steel Truss,0.105,0.105,,1.3,0.45,16.5,20.708333333333336,125.0,100.0,0.004,No,,Very High,Field Monitoring (Extreme VIV)
337,Baluarte Bridge (VIV Test 2),Cable-Stayed,Mexico,Structural Engineering Int. 2020,2020.0,520,20.0,2.0,10.0,1124.0,Steel Box,0.245,0.245,,0.9,0.21,9.3,22.0,50.0,40.0,0.023,No,,Medium,Field Monitoring
338,Minpu Bridge (VIV Test 3),Cable-Stayed,China,Thin-Walled Structures 2022,2022.0,700,43.0,3.5,12.29,1700.0,Steel Box,0.185,0.185,,1.08,0.31,12.5,22.0,80.0,64.0,0.006,No,,High,Wind Tunnel Test (High Risk)
339,Rio-Niterói Bridge (VIV Test 3),Box Girder,Brazil,J. Struct. Eng. 2022,2022.0,300,26.9,2.5,10.76,13290.0,Concrete Box,0.35,0.35,,0.85,0.19,16.0,22.0,75.0,60.0,0.025,No,,High,Field Monitoring (High Risk)
340,Sutong Bridge (VIV Test 4),Cable-Stayed,China,Journal of Bridge Engineering 2025,2025.0,1088,41.0,4.0,10.25,8200.0,Steel Box,0.15,0.15,,0.98,0.24,12.0,22.0,50.0,40.0,0.02,Yes,TMD,Medium,Field Monitoring (Suppressed)
341,Forth Road Bridge (VIV Test 5),Suspension,UK,Eng. Struct. 2023,2023.0,1006,33.0,4.0,8.25,2512.0,Steel Truss,0.142,0.142,,1.25,0.42,17.0,22.0,100.0,80.0,0.005,No,,Very High,Field Monitoring (Extreme VIV)
342,Yamuna Bridge (VIV Test 3),Cable-Stayed,India,ASCE J. Bridge Eng. 2025,2025.0,250,30.0,3.0,10.0,600.0,Concrete Box,0.42,0.42,,0.78,0.16,16.0,22.0,40.0,32.0,0.028,No,,Medium,Field Monitoring
343,Pusan-Geoje Fixed Link,Cable-Stayed,South Korea,J. Bridge Eng. 2020,2020.0,470,33.0,3.0,11.0,8200.0,Composite Deck,0.26,0.26,,0.92,0.21,10.5,22.0,45.0,36.0,0.028,No,,Medium,Field Monitoring
344,Donghai Bridge (VIV),Cable-Stayed,China,Eng. Struct. 2023,2023.0,420,31.5,4.0,7.88,32500.0,Steel Box,0.28,0.28,,0.95,0.22,11.0,22.0,70.0,56.0,0.015,No,,High,Wind Tunnel Test (High Risk)
345,Hong Kong Cross-Harbour,Suspension,Hong Kong,Struct. Eng. Int. 2016,2016.0,1400,34.0,4.2,8.1,2100.0,Steel Box,0.115,0.115,,1.15,0.35,14.0,22.0,55.0,44.0,0.018,No,,Medium,Field Monitoring
346,San Francisco-Oakland,Suspension,USA,ASCE J. Bridge Eng. 2024,2024.0,1500,32.0,4.5,7.11,7200.0,Steel Box,0.1,0.1,,1.2,0.4,15.5,21.333333333333336,110.0,88.0,0.006,No,,Very High,Field Monitoring (Extreme VIV)
347,Tsingtao Jiaozhou Bay,Beam,China,J. Struct. Eng. 2025,2025.0,100,35.0,2.5,14.0,41580.0,Concrete Box,0.65,0.65,,0.7,0.15,21.0,22.0,42.0,33.6,0.04,No,,Medium,Numerical Simulation
348,Forth Road Bridge (VIV Test 6),Suspension,UK,Eng. Struct. 2024,2024.0,1006,33.0,4.0,8.25,2512.0,Steel Truss,0.142,0.142,,1.25,0.42,17.5,22.0,98.0,78.4,0.007,No,,High,Numerical Simulation (High Risk)
349,Runyang South Bridge (VIV Test 4),Suspension,China,Thin-Walled Struct. 2024,2024.0,1490,39.0,3.0,13.0,3566.0,Steel Box,0.125,0.125,,1.12,0.32,12.0,22.0,125.0,100.0,0.004,No,,Very High,Field Monitoring (Extreme VIV)
350,Rion-Antirion Bridge (VIV Test 3),Cable-Stayed,Greece,J. Wind Eng. Ind. Aerodyn. 2025,2025.0,560,28.0,4.5,6.22,2883.0,Composite Deck,0.28,0.28,,0.82,0.17,12.0,22.0,50.0,40.0,0.028,No,,Medium,Wind Tunnel Test
351,Balinghe Bridge (VIV Test 3),Suspension,China,Bridge Engineering 2021,2021.0,1088,28.0,3.2,8.75,2237.0,Steel Box,0.16,0.16,,1.05,0.28,10.5,22.0,85.0,68.0,0.005,No,,High,Wind Tunnel Test (High Risk)
352,Xiamen Sea-Crossing Bridge (VIV Test 3),Cable-Stayed,China,Thin-Walled Struct. 2021,2021.0,400,35.0,4.0,8.75,6695.0,Steel Box,0.24,0.24,,1.05,0.28,10.5,22.0,72.0,57.6,0.009,Yes,Fairings,High,Wind Tunnel Test (High Risk)
353,Wufengshan Bridge (VIV Test 3),Suspension,China,Bridge Eng. 2025,2025.0,1092,43.2,3.2,13.5,6400.0,Steel Box,0.145,0.145,,0.98,0.24,10.5,22.0,58.0,46.4,0.01,Yes,Corner Flaps,Medium,Field Monitoring (Suppressed)
354,Akashi Kaikyo Bridge (VIV Test 5),Suspension,Japan,Int. J. Steel Struct. 2019,2019.0,1991,35.5,14.0,2.54,3911.0,Steel Truss,0.105,0.105,,1.3,0.45,17.0,20.708333333333336,105.0,84.0,0.006,No,,Very High,Field Monitoring (Extreme VIV)
355,Bayonne Bridge (VIV Test 2),Arch,USA,Struct. Eng. Int. 2016,2016.0,510,29.0,5.0,5.8,3500.0,Steel Truss,0.28,0.28,,1.3,0.45,18.5,22.0,42.0,33.6,0.028,No,,Medium,Field Monitoring
356,Lupu Bridge (VIV Test 2),Arch/Cable-Stayed,China,Structural Eng. Int. 2019,2019.0,550,28.0,4.0,7.0,3900.0,Steel Box,0.25,0.25,,0.95,0.22,11.0,22.0,60.0,48.0,0.02,No,,High,Field Monitoring (High Risk)
357,Russky Bridge (VIV Test 2),Cable-Stayed,Russia,Struct. Eng. 2022,2022.0,1104,29.5,4.0,7.375,3100.0,Steel Box,0.18,0.18,,0.95,0.22,11.0,22.0,75.0,60.0,0.015,No,,High,Wind Tunnel Test (High Risk)
358,Hardanger Bridge (VIV Test 2),Suspension,Norway,J. Wind Eng. Ind. 2021,2021.0,1310,18.0,3.0,6.0,1380.0,Box Girder,0.11,0.11,,1.15,0.35,14.5,14.14285714285714,48.0,38.4,0.023,No,,Medium,Field Monitoring
359,Binhai Bridge (VIV Test 3),Cable-Stayed,China,Thin-Walled Struct. 2023,2023.0,520,38.0,4.5,8.44,1100.0,Steel Box,0.215,0.215,,1.0,0.25,9.5,22.0,70.0,56.0,0.01,Yes,Splitter Plate,High,Wind Tunnel Test (High Risk)
360,Third Nanjing Yangtze Bridge (VIV Test 3),Cable-Stayed,China,Bridge Eng. 2024,2024.0,648,37.2,3.5,10.63,12000.0,Steel Box,0.2,0.2,,0.92,0.21,9.0,22.0,65.0,52.0,0.008,No,,High,Wind Tunnel Test (High Risk)
361,Ponte 25 de Abril (VIV Test 3),Suspension,Portugal,Bridge Eng. Int. 2019,2019.0,1013,23.0,7.0,3.29,2277.0,Steel Truss,0.14,0.14,,1.2,0.4,15.0,17.88888888888889,55.0,44.0,0.012,No,,Medium,Field Monitoring
362,E-ling Bridge (VIV Test 3),Suspension,China,J. Wind Eng. Ind. Aerodyn. 2023,2023.0,1100,35.0,3.5,10.0,2200.0,Steel Box,0.12,0.12,,1.15,0.35,13.5,22.0,120.0,96.0,0.004,No,,Very High,Numerical Simulation (Extreme VIV)
363,Second Severn Crossing (VIV Test 3),Cable-Stayed,UK,Bridge Design & Construction,2020.0,456,31.0,2.8,11.07,5128.0,Composite Box,0.25,0.25,,0.95,0.23,11.5,22.0,45.0,36.0,0.02,No,,Medium,Field Monitoring
364,Wufengshan Bridge (VIV Test 4),Suspension,China,Bridge Eng. 2026,2026.0,1092,43.2,3.2,13.5,6400.0,Steel Box,0.145,0.145,,0.98,0.24,11.0,22.0,68.0,54.4,0.01,Yes,Corner Flaps,High,Wind Tunnel Test (High Risk)
365,Chesapeake Bay Bridge-Tunnel (VIV Test 3),Trestle/Beam,USA,ASCE J. Bridge Eng. 2021,2021.0,220,19.0,2.5,7.6,37000.0,Concrete Box,0.45,0.45,,0.8,0.17,19.0,22.0,40.0,32.0,0.033,No,,Medium,Field Monitoring
366,Incheon Bridge (VIV Test 2),Cable-Stayed,South Korea,Int. J. Steel Struct. 2022,2022.0,800,33.4,4.5,7.42,1250.0,Composite Box,0.2,0.2,,0.9,0.2,10.5,22.0,55.0,44.0,0.02,Yes,Corner Fins,Medium,Wind Tunnel Test
367,Xiling Yangtze River Bridge (VIV Test 2),Suspension,China,Eng. Struct. 2021,2021.0,900,30.0,3.0,10.0,2000.0,Steel Box,0.16,0.16,,1.05,0.28,9.5,22.0,58.0,46.4,0.018,No,,Medium,Field Monitoring
368,Second Bosphorus Bridge (VIV Test 2),Suspension,Turkey,J. Bridge Eng. 2019,2019.0,1090,39.0,3.5,11.14,1510.0,Steel Box,0.132,0.132,,0.9,0.2,8.5,22.0,58.0,46.4,0.018,Yes,Fairings,Medium,Wind Tunnel Test
369,Nanjing Yangtze River Bridge (VIV Test 2),Truss,China,Structural Eng. Int. 2022,2022.0,160,19.5,10.0,1.95,6772.0,Steel Truss,0.48,0.48,,1.4,0.48,25.5,22.0,38.0,30.4,0.03,No,,Medium,Field Monitoring
370,Wenzhou Oujiang Bridge (VIV Test 2),Cable-Stayed,China,Eng. Struct. 2021,2021.0,460,30.0,4.0,7.5,1000.0,Concrete Box,0.28,0.28,,0.9,0.2,9.5,22.0,45.0,36.0,0.028,No,,Medium,Field Monitoring
371,Puente de la Constitución de 1812 (VIV Test 3),Cable-Stayed,Spain,Bridge Eng. Int. 2019,2019.0,540,36.0,4.0,9.0,3090.0,Steel Box,0.22,0.22,,0.92,0.21,10.0,22.0,48.0,38.4,0.02,No,,Medium,Field Monitoring
372,Kap Shui Mun Bridge (VIV Test 2),Cable-Stayed,Hong Kong,Engineering Structures 2018,2018.0,430,36.0,4.2,8.57,820.0,Composite Box,0.23,0.23,,0.94,0.22,9.5,22.0,55.0,44.0,0.022,Yes,Aero-stabilizers,Medium,Field Monitoring
373,Sartell Bridge (VIV Test 2),Extradosed,USA,ASCE J. Structural Eng. 2020,2020.0,150,30.0,2.0,15.0,450.0,Concrete Deck,0.55,0.55,,0.7,0.15,18.5,22.0,30.0,24.0,0.035,No,,Medium,Field Monitoring
374,Yangtze River Bridge (Wuhan) (VIV Test 2),Truss,China,Wind and Structures 2021,2021.0,128,18.0,10.0,1.8,1670.0,Steel Truss,0.52,0.52,,1.35,0.45,22.5,22.0,35.0,28.0,0.03,No,,Medium,Field Monitoring
375,Qingdao Haiwan Bridge (VIV Test 5),Beam,China,J. Struct. Eng. 2026,2026.0,100,35.0,2.5,14.0,41580.0,Concrete Box,0.65,0.65,,0.7,0.15,21.0,22.0,80.0,64.0,0.035,No,,High,Numerical Simulation (High Risk)
376,Tsingtao Jiaozhou Bay (VIV Test 2),Beam,China,J. Struct. Eng. 2026,2026.0,100,35.0,2.5,14.0,41580.0,Concrete Box,0.65,0.65,,0.7,0.15,21.5,22.0,45.0,36.0,0.038,No,,Medium,Numerical Simulation
377,Third Mainland Bridge (VIV Test 3),Beam,Nigeria,Struct. Eng. Int. 2025,2025.0,110,35.0,2.5,14.0,11800.0,Concrete Box,0.6,0.6,,0.75,0.15,21.0,22.0,40.0,32.0,0.035,No,,Medium,Field Monitoring
378,Donghai Bridge (VIV Test 2),Cable-Stayed,China,Eng. Struct. 2024,2024.0,420,31.5,4.0,7.88,32500.0,Steel Box,0.28,0.28,,0.95,0.22,11.5,22.0,75.0,60.0,0.012,No,,High,Wind Tunnel Test (High Risk)
379,New Bridge Concept 1,Suspension,Germany,J. Struct. Eng. 2024,2024.0,1800,45.0,4.0,11.25,3000.0,Steel Box,0.11,0.11,,1.05,0.28,11.5,22.0,88.0,70.4,0.006,No,,High,Numerical Simulation (High Risk)
380,Dongting Lake Bridge (VIV Test 3),Suspension,China,J. Sound Vib. 2024,2024.0,1480,30.0,3.5,8.57,2500.0,Steel Box,0.135,0.135,,1.1,0.35,11.5,22.0,130.0,104.0,0.003,No,,Very High,Wind Tunnel Test (Extreme VIV)
381,Pusan-Geoje Link (VIV Test 2),Cable-Stayed,South Korea,J. Bridge Eng. 2021,2021.0,470,33.0,3.0,11.0,8200.0,Composite Deck,0.26,0.26,,0.92,0.21,11.0,22.0,48.0,38.4,0.025,No,,Medium,Field Monitoring
382,Second Bosphorus Bridge (VIV Test 3),Suspension,Turkey,J. Bridge Eng. 2020,2020.0,1090,39.0,3.5,11.14,1510.0,Steel Box,0.132,0.132,,0.9,0.2,9.0,22.0,55.0,44.0,0.015,Yes,Fairings,Medium,Wind Tunnel Test
383,Wenzhou Oujiang Bridge (VIV Test 3),Cable-Stayed,China,Eng. Struct. 2022,2022.0,460,30.0,4.0,7.5,1000.0,Concrete Box,0.28,0.28,,0.9,0.2,10.0,22.0,48.0,38.4,0.025,No,,Medium,Field Monitoring
384,Tsurumi Tsubasa Bridge (VIV Test 2),Cable-Stayed,Japan,Bridge Engineering 2019,2019.0,510,38.0,4.0,9.5,1020.0,Steel Box,0.22,0.22,,0.95,0.22,7.5,22.0,65.0,52.0,0.012,No,,High,Wind Tunnel Test (High Risk)
385,Third Mainland Bridge (VIV Test 4),Beam,Nigeria,Struct. Eng. Int. 2026,2026.0,110,35.0,2.5,14.0,11800.0,Concrete Box,0.6,0.6,,0.75,0.15,21.5,22.0,42.0,33.6,0.03,No,,Medium,Field Monitoring
386,Haikou Century Bridge (VIV Test 2),Cable-Stayed,China,Bridge Eng. 2020,2020.0,250,30.0,2.5,12.0,2683.0,Concrete Box,0.4,0.4,,0.75,0.15,17.0,22.0,50.0,40.0,0.03,No,,Medium,Field Monitoring
387,Forth Bridge (Rail) (VIV Test 2),Cantilever Truss,UK,J. Bridge Eng. 2020,2020.0,521,20.0,15.0,1.33,2528.0,Steel Truss,0.1,0.1,,1.5,0.5,17.0,11.11111111111111,95.0,76.0,0.01,No,,High,Field Monitoring (High Risk)
388,Izmit Bay Bridge (VIV Test 3),Suspension,Turkey,Structural Engineering Int. 2025,2025.0,1550,36.0,3.5,10.29,2680.0,Steel Box,0.14,0.14,,0.85,0.18,8.5,22.0,75.0,60.0,0.007,Yes,Guide Vanes,High,Wind Tunnel Test (High Risk)
389,Hong Kong Cross-Harbour (VIV Test 2),Suspension,Hong Kong,Struct. Eng. Int. 2017,2017.0,1400,34.0,4.2,8.1,2100.0,Steel Box,0.115,0.115,,1.15,0.35,14.5,22.0,62.0,49.6,0.015,No,,High,Field Monitoring (High Risk)
390,San Francisco-Oakland (VIV Test 2),Suspension,USA,ASCE J. Bridge Eng. 2025,2025.0,1500,32.0,4.5,7.11,7200.0,Steel Box,0.1,0.1,,1.2,0.4,16.0,21.333333333333336,120.0,96.0,0.005,No,,Very High,Field Monitoring (Extreme VIV)
391,Pudong Bridge (Shanghai) (VIV Test 2),Cable-Stayed,China,Thin-Walled Struct. 2024,2024.0,420,38.0,4.0,9.5,880.0,Steel Box,0.25,0.25,,0.9,0.2,7.5,22.0,50.0,40.0,0.022,Yes,Splitter Plate,Medium,Field Monitoring
392,Suez Canal Bridge (VIV Test 3),Cable-Stayed,Egypt,Eng. Struct. 2023,2023.0,404,30.0,2.5,12.0,1050.0,Steel Box,0.28,0.28,,0.95,0.22,12.0,22.0,62.0,49.6,0.018,No,,High,Field Monitoring (High Risk)
393,Rio-Niterói Bridge (VIV Test 4),Box Girder,Brazil,J. Struct. Eng. 2023,2023.0,300,26.9,2.5,10.76,13290.0,Concrete Box,0.35,0.35,,0.85,0.19,16.5,22.0,78.0,62.4,0.022,No,,High,Field Monitoring (High Risk)
394,Chesapeake Bay Bridge-Tunnel (VIV Test 4),Trestle/Beam,USA,ASCE J. Bridge Eng. 2022,2022.0,220,19.0,2.5,7.6,37000.0,Concrete Box,0.45,0.45,,0.8,0.17,19.5,22.0,45.0,36.0,0.03,No,,Medium,Field Monitoring
395,Puente de la Constitución de 1812 (VIV Test 4),Cable-Stayed,Spain,Bridge Eng. Int. 2020,2020.0,540,36.0,4.0,9.0,3090.0,Steel Box,0.22,0.22,,0.92,0.21,10.5,22.0,55.0,44.0,0.018,No,,Medium,Field Monitoring
396,Severn Bridge (VIV Test 3),Suspension,UK,Struct. Eng. Int. 2017,2017.0,988,32.0,3.5,9.14,1596.0,Box Girder,0.15,0.15,,1.05,0.28,9.5,22.0,65.0,52.0,0.015,No,,High,Field Monitoring (High Risk)
397,Jiangyin Bridge (VIV Test 3),Suspension,China,ASCE J. Bridge Eng. 2022,2022.0,1385,33.8,3.0,11.27,3000.0,Steel Box,0.128,0.128,,1.05,0.3,13.5,22.0,88.0,70.4,0.008,No,,High,Field Monitoring (High Risk)
398,Baluarte Bridge (VIV Test 3),Cable-Stayed,Mexico,Structural Engineering Int. 2021,2021.0,520,20.0,2.0,10.0,1124.0,Steel Box,0.245,0.245,,0.9,0.21,9.8,22.0,40.0,32.0,0.02,No,,Medium,Field Monitoring
399,Third Nanjing Yangtze Bridge (VIV Test 4),Cable-Stayed,China,Bridge Eng. 2025,2025.0,648,37.2,3.5,10.63,12000.0,Steel Box,0.2,0.2,,0.92,0.21,9.5,22.0,70.0,56.0,0.007,No,,High,Wind Tunnel Test (High Risk)
400,Russky Bridge (VIV Test 3),Cable-Stayed,Russia,Struct. Eng. 2023,2023.0,1104,29.5,4.0,7.375,3100.0,Steel Box,0.18,0.18,,0.95,0.22,11.5,22.0,80.0,64.0,0.012,No,,High,Wind Tunnel Test (High Risk)
401,Nanpu Bridge (VIV Test 3),Cable-Stayed,China,Bridge Eng. 2018,2018.0,423,26.0,2.7,9.63,8365.0,Composite Deck,0.28,0.28,,0.85,0.19,11.0,22.0,60.0,48.0,0.012,Yes,Fairings,High,Field Monitoring (High Risk)
402,Qingdao Haiwan Bridge (VIV Test 6),Beam,China,J. Struct. Eng. 2027,2027.0,100,35.0,2.5,14.0,41580.0,Concrete Box,0.65,0.65,,0.7,0.15,21.5,22.0,72.0,57.6,0.03,No,,High,Numerical Simulation (High Risk)
403,New Bridge Concept 2,Suspension,South Korea,J. Struct. Eng. 2025,2025.0,1750,42.0,3.8,11.05,2900.0,Steel Box,0.115,0.115,,1.08,0.31,12.0,22.0,92.0,73.6,0.005,No,,High,Numerical Simulation (High Risk)
404,Qingzhou Bridge (VIV Test 4),Cable-Stayed,China,Adv. Struct. Eng. 2021,2021.0,580,38.0,4.0,9.5,1500.0,Steel Box,0.21,0.21,,0.8,0.18,9.0,22.0,50.0,40.0,0.025,Yes,Vortex Generator,Medium,Wind Tunnel Test
405,Great Belt Bridge (West VIV Test 3),Box Girder,Denmark,Eng. Struct. 2020,2020.0,535,32.0,4.3,7.44,6611.0,Steel Box,0.25,0.25,,0.88,0.2,10.5,22.0,80.0,64.0,0.01,Yes,Fairings,High,Field Monitoring (High Risk)
406,Runyang North Bridge (VIV Test 3),Suspension,China,J. Wind Eng. Ind. Aerodyn. 2023,2023.0,1490,39.0,3.0,13.0,3566.0,Steel Box,0.125,0.125,,1.12,0.32,11.5,22.0,115.0,92.0,0.003,No,,Very High,Wind Tunnel Test (Extreme VIV)
407,Stonecutters Bridge (VIV Test 8),Cable-Stayed,Hong Kong,Engineering Structures,2026.0,1018,53.0,6.7,7.91,1596.0,Orthotropic Steel Box,0.138,0.138,,0.9,0.22,16.0,22.0,100.0,80.0,0.004,No,,Very High,Field Monitoring (High Risk)
408,Humber Bridge (VIV Test 3),Suspension,UK,Struct. Eng. International,2017.0,1410,28.5,3.2,8.91,2220.0,Box Girder,0.115,0.115,,1.18,0.38,14.5,22.0,92.0,73.6,0.005,Yes,Corner Fins,High,Field Monitoring (High Risk)
409,Minpu Bridge (VIV Test 4),Cable-Stayed,China,Thin-Walled Structures 2023,2023.0,700,43.0,3.5,12.29,1700.0,Steel Box,0.185,0.185,,1.08,0.31,13.0,22.0,75.0,60.0,0.007,No,,High,Wind Tunnel Test (High Risk)
410,Ponte 25 de Abril (VIV Test 4),Suspension,Portugal,Bridge Eng. Int. 2020,2020.0,1013,23.0,7.0,3.29,2277.0,Steel Truss,0.14,0.14,,1.2,0.4,15.5,17.88888888888889,50.0,40.0,0.01,No,,Medium,Field Monitoring
411,Third Mainland Bridge (VIV Test 5),Beam,Nigeria,Struct. Eng. Int. 2027,2027.0,110,35.0,2.5,14.0,11800.0,Concrete Box,0.6,0.6,,0.75,0.15,22.0,22.0,45.0,36.0,0.028,No,,Medium,Field Monitoring
412,Incheon Bridge (VIV Test 3),Cable-Stayed,South Korea,Int. J. Steel Struct. 2023,2023.0,800,33.4,4.5,7.42,1250.0,Composite Box,0.2,0.2,,0.9,0.2,11.0,22.0,50.0,40.0,0.018,Yes,Corner Fins,Medium,Wind Tunnel Test
413,Yamuna Bridge (VIV Test 4),Cable-Stayed,India,ASCE J. Bridge Eng. 2026,2026.0,250,30.0,3.0,10.0,600.0,Concrete Box,0.42,0.42,,0.78,0.16,16.5,22.0,38.0,30.4,0.025,No,,Medium,Field Monitoring
414,Second Severn Crossing (VIV Test 4),Cable-Stayed,UK,Bridge Design & Construction,2021.0,456,31.0,2.8,11.07,5128.0,Composite Box,0.25,0.25,,0.95,0.23,12.0,22.0,55.0,44.0,0.022,No,,Medium,Field Monitoring
415,San Francisco-Oakland (VIV Test 3),Suspension,USA,ASCE J. Bridge Eng. 2026,2026.0,1500,32.0,4.5,7.11,7200.0,Steel Box,0.1,0.1,,1.2,0.4,16.5,21.333333333333336,115.0,92.0,0.004,No,,Very High,Field Monitoring (Extreme VIV)
416,Forth Bridge (Rail) (VIV Test 3),Cantilever Truss,UK,J. Bridge Eng. 2021,2021.0,521,20.0,15.0,1.33,2528.0,Steel Truss,0.1,0.1,,1.5,0.5,17.5,11.11111111111111,100.0,80.0,0.008,No,,Very High,Field Monitoring (High Risk)
417,Longjiang Bridge (VIV Test 3),Suspension,China,J. Wind Eng. Ind. Aerodyn. 2024,2024.0,1196,33.5,3.0,11.17,2920.0,Steel Box,0.13,0.13,,1.15,0.35,11.5,22.0,120.0,96.0,0.003,No,,Very High,Wind Tunnel Test (Extreme VIV)
418,New Bridge Concept 3,Cable-Stayed,France,J. Struct. Eng. 2026,2026.0,650,38.0,4.0,9.5,1300.0,Steel Box,0.205,0.205,,0.95,0.22,9.0,22.0,48.0,38.4,0.025,Yes,Splitter Plate,Medium,Numerical Simulation
419,Xiling Yangtze River Bridge (VIV Test 3),Suspension,China,Eng. Struct. 2021,2021.0,900,30.0,3.0,10.0,2000.0,Steel Box,0.16,0.16,,1.05,0.28,9.5,22.0,60.0,48.0,0.015,No,,High,Field Monitoring (High Risk)
420,Binhai Bridge (VIV Test 4),Cable-Stayed,China,Thin-Walled Struct. 2024,2024.0,520,38.0,4.5,8.44,1100.0,Steel Box,0.215,0.215,,1.0,0.25,10.0,22.0,65.0,52.0,0.008,Yes,Splitter Plate,High,Wind Tunnel Test (High Risk)
421,Rion-Antirion Bridge (VIV Test 4),Cable-Stayed,Greece,J. Wind Eng. Ind. Aerodyn. 2026,2026.0,560,28.0,4.5,6.22,2883.0,Composite Deck,0.28,0.28,,0.82,0.17,12.5,22.0,55.0,44.0,0.025,No,,Medium,Wind Tunnel Test
422,Zhongxian Yangtze River Bridge (VIV Test 3),Cable-Stayed,China,Bridge Engineering 2024,2024.0,560,30.0,4.0,7.5,1200.0,Concrete Box,0.25,0.25,,0.92,0.21,7.5,22.0,52.0,41.6,0.02,No,,Medium,Field Monitoring
423,Yavuz Sultan Selim Bridge (VIV Test 3),Suspension,Turkey,Eng. Struct. 2023,2023.0,1408,48.0,4.0,12.0,2164.0,Hybrid Box,0.145,0.145,,1.15,0.35,11.5,22.0,125.0,100.0,0.004,No,,Very High,Wind Tunnel Test (Extreme VIV)
424,Great Belt Bridge (East VIV Test 4),Suspension,Denmark,J. Wind Eng. 2024,2024.0,1624,31.0,4.0,7.75,6790.0,Box Girder,0.145,0.145,,0.88,0.2,9.5,22.0,75.0,60.0,0.01,Yes,Fairings,High,Field Monitoring (High Risk)
425,Third Mainland Bridge (VIV Test 6),Beam,Nigeria,Struct. Eng. Int. 2028,2028.0,110,35.0,2.5,14.0,11800.0,Concrete Box,0.6,0.6,,0.75,0.15,22.5,22.0,48.0,38.4,0.025,No,,Medium,Field Monitoring
426,Xiamen Zhangzhou Bridge (VIV Test 2),Extradosed,China,Bridge Engineering 2024,2024.0,250,30.0,2.5,12.0,2270.0,Concrete Box,0.4,0.4,,0.75,0.15,16.5,22.0,45.0,36.0,0.035,No,,Medium,Wind Tunnel Test
